,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Year,Month,Day,lat,lng,county_name,state_name,population,Population
0,AL011950,ABLE,19500812.0,0.0,,TS,17.1,55.5,35.0,,,,,,,,,,,,,,1950,08,12,17.0,-55.1,Miami Dade,Florida,,0
1,AL011950,ABLE,19500812.0,600.0,,TS,17.7,56.3,40.0,,,,,,,,,,,,,,1950,08,12,17.1,-56.0,Miami Dade,Florida,,0
2,AL011950,ABLE,19500812.0,1200.0,,TS,18.2,57.4,45.0,,,,,,,,,,,,,,1950,08,12,18.0,-57.1,Miami Dade,Florida,,0
3,AL011950,ABLE,19500812.0,1800.0,,TS,19.0,58.6,50.0,,,,,,,,,,,,,,1950,08,12,19.0,-58.1,Miami Dade,Florida,,0
4,AL011950,ABLE,19500813.0,0.0,,TS,20.0,60.0,50.0,,,,,,,,,,,,,,1950,08,13,20.0,-60.0,Miami Dade,Florida,,0
5,AL011950,ABLE,19500813.0,600.0,,TS,20.7,61.1,50.0,,,,,,,,,,,,,,1950,08,13,20.1,-61.0,Miami Dade,Florida,,0
6,AL011950,ABLE,19500813.0,1200.0,,TS,21.3,62.2,55.0,,,,,,,,,,,,,,1950,08,13,21.1,-62.0,Miami Dade,Florida,,0
7,AL011950,ABLE,19500813.0,1800.0,,TS,22.0,63.2,55.0,997.0,,,,,,,,,,,,,1950,08,13,22.0,-63.0,Miami Dade,Florida,,0
8,AL011950,ABLE,19500814.0,0.0,,TS,22.7,63.8,60.0,995.0,,,,,,,,,,,,,1950,08,14,22.1,-63.1,Miami Dade,Florida,,0
9,AL011950,ABLE,19500814.0,600.0,,TS,23.1,64.6,60.0,,,,,,,,,,,,,,1950,08,14,23.0,-64.1,Miami Dade,Florida,,0
10,AL011950,ABLE,19500814.0,1200.0,,TS,23.4,65.4,60.0,995.0,,,,,,,,,,,,,1950,08,14,23.1,-65.1,Miami Dade,Florida,,0
11,AL011950,ABLE,19500814.0,1800.0,,HU,23.9,66.0,65.0,989.0,,,,,,,,,,,,,1950,08,14,23.1,-66.0,Miami Dade,Florida,,0
12,AL011950,ABLE,19500815.0,0.0,,HU,24.4,66.2,65.0,,,,,,,,,,,,,,1950,08,15,24.1,-66.0,Miami Dade,Florida,,0
13,AL011950,ABLE,19500815.0,600.0,,HU,24.8,66.5,65.0,,,,,,,,,,,,,,1950,08,15,24.1,-66.1,Miami Dade,Florida,,0
14,AL011950,ABLE,19500815.0,1200.0,,HU,25.2,66.8,70.0,987.0,,,,,,,,,,,,,1950,08,15,25.0,-66.1,Carteret,North Carolina,,67426
15,AL011950,ABLE,19500815.0,1800.0,,HU,25.5,67.5,75.0,,,,,,,,,,,,,,1950,08,15,25.1,-67.1,Palm Beach,Florida,,1337065
16,AL011950,ABLE,19500816.0,0.0,,HU,25.7,68.1,80.0,,,,,,,,,,,,,,1950,08,16,25.1,-68.0,Palm Beach,Florida,,1337065
17,AL011950,ABLE,19500816.0,600.0,,HU,25.7,68.7,80.0,,,,,,,,,,,,,,1950,08,16,25.1,-68.1,Palm Beach,Florida,,1337065
18,AL011950,ABLE,19500816.0,1200.0,,HU,25.5,69.3,80.0,980.0,,,,,,,,,,,,,1950,08,16,25.1,-69.0,Palm Beach,Florida,,1337065
19,AL011950,ABLE,19500816.0,1800.0,,HU,25.4,69.8,85.0,,,,,,,,,,,,,,1950,08,16,25.1,-69.1,Palm Beach,Florida,,1337065
20,AL011950,ABLE,19500817.0,0.0,,HU,25.4,70.6,90.0,,,,,,,,,,,,,,1950,08,17,25.1,-70.1,Palm Beach,Florida,,1337065
21,AL011950,ABLE,19500817.0,600.0,,HU,25.4,71.5,95.0,,,,,,,,,,,,,,1950,08,17,25.1,-71.1,Miami Dade,Florida,,0
22,AL011950,ABLE,19500817.0,1200.0,,HU,25.5,72.6,100.0,962.0,,,,,,,,,,,,,1950,08,17,25.1,-72.1,Miami Dade,Florida,,0
23,AL011950,ABLE,19500817.0,1800.0,,HU,25.9,73.3,100.0,,,,,,,,,,,,,,1950,08,17,25.1,-73.0,Miami Dade,Florida,,0
24,AL011950,ABLE,19500818.0,0.0,,HU,26.7,73.9,100.0,,,,,,,,,,,,,,1950,08,18,26.1,-73.2,Palm Beach,Florida,,1337065
25,AL011950,ABLE,19500818.0,600.0,,HU,27.3,74.4,100.0,,,,,,,,,,,,,,1950,08,18,27.1,-74.1,Martin,Florida,,147876
26,AL011950,ABLE,19500818.0,1200.0,,HU,27.9,74.9,100.0,958.0,,,,,,,,,,,,,1950,08,18,27.1,-74.2,Martin,Florida,,147876
27,AL011950,ABLE,19500818.0,1800.0,,HU,28.4,75.3,105.0,,,,,,,,,,,,,,1950,08,18,28.1,-75.0,St. Lucie,Florida,,280487
28,AL011950,ABLE,19500819.0,0.0,,HU,29.1,75.5,105.0,,,,,,,,,,,,,,1950,08,19,29.0,-75.1,St. Lucie,Florida,,280487
29,AL011950,ABLE,19500819.0,600.0,,HU,29.9,75.5,105.0,,,,,,,,,,,,,,1950,08,19,29.1,-75.1,St. Lucie,Florida,,280487
30,AL011950,ABLE,19500819.0,1200.0,,HU,30.7,75.5,105.0,953.0,,,,,,,,,,,,,1950,08,19,30.1,-75.1,New Hanover,North Carolina,,206047
31,AL011950,ABLE,19500819.0,1800.0,,HU,31.7,75.5,110.0,,,,,,,,,,,,,,1950,08,19,31.1,-75.1,Carteret,North Carolina,,67426
32,AL011950,ABLE,19500820.0,0.0,,HU,32.8,75.2,110.0,,,,,,,,,,,,,,1950,08,20,32.1,-75.0,Carteret,North Carolina,,67426
33,AL011950,ABLE,19500820.0,600.0,,HU,34.4,74.3,105.0,,,,,,,,,,,,,,1950,08,20,34.1,-74.0,Dare,North Carolina,,34178
34,AL011950,ABLE,19500820.0,1200.0,,HU,36.0,72.7,100.0,,,,,,,,,,,,,,1950,08,20,36.0,-72.1,Dare,North Carolina,,34178
35,AL011950,ABLE,19500820.0,1800.0,,HU,37.6,71.0,90.0,,,,,,,,,,,,,,1950,08,20,37.1,-71.0,Suffolk,New York,,1500074
36,AL011950,ABLE,19500821.0,0.0,,HU,39.3,69.4,80.0,,,,,,,,,,,,,,1950,08,21,39.0,-69.1,Nantucket,Massachusetts,,10124
37,AL011950,ABLE,19500821.0,600.0,,HU,41.2,67.3,70.0,,,,,,,,,,,,,,1950,08,21,41.0,-67.0,Nantucket,Massachusetts,,10124
38,AL011950,ABLE,19500821.0,1200.0,,HU,43.3,65.0,65.0,,,,,,,,,,,,,,1950,08,21,43.0,-65.0,Washington,Maine,,32715
39,AL011950,ABLE,19500821.0,1600.0,L,HU,44.6,63.7,65.0,,,,,,,,,,,,,,1950,08,21,44.1,-63.1,Washington,Maine,,32715
40,AL011950,ABLE,19500821.0,1800.0,,TS,45.5,62.6,45.0,,,,,,,,,,,,,,1950,08,21,45.1,-62.1,Washington,Maine,,32715
41,AL011950,ABLE,19500822.0,0.0,,EX,47.9,59.8,35.0,,,,,,,,,,,,,,1950,08,22,47.1,-59.1,Washington,Maine,,32715
42,AL011950,ABLE,19500822.0,600.0,,EX,50.0,56.8,30.0,,,,,,,,,,,,,,1950,08,22,50.0,-56.1,Washington,Maine,,32715
43,AL011950,ABLE,19500822.0,1200.0,,EX,52.0,53.8,30.0,,,,,,,,,,,,,,1950,08,22,52.0,-53.1,Washington,Maine,,32715
44,AL011950,ABLE,19500822.0,1800.0,,EX,53.6,50.7,30.0,,,,,,,,,,,,,,1950,08,22,53.1,-50.1,Washington,Maine,,32715
45,AL011950,ABLE,19500823.0,0.0,,EX,54.7,47.7,35.0,,,,,,,,,,,,,,1950,08,23,54.1,-47.1,Washington,Maine,,32715
46,AL011950,ABLE,19500823.0,600.0,,EX,55.3,44.8,35.0,,,,,,,,,,,,,,1950,08,23,55.0,-44.1,Washington,Maine,,32715
47,AL011950,ABLE,19500823.0,1200.0,,EX,55.3,41.8,35.0,,,,,,,,,,,,,,1950,08,23,55.0,-41.1,Washington,Maine,,32715
48,AL011950,ABLE,19500823.0,1800.0,,EX,54.5,37.7,30.0,,,,,,,,,,,,,,1950,08,23,54.1,-37.1,Washington,Maine,,32715
49,AL011950,ABLE,19500824.0,0.0,,EX,53.5,33.7,30.0,,,,,,,,,,,,,,1950,08,24,53.1,-33.1,Washington,Maine,,32715
50,AL011950,ABLE,19500824.0,600.0,,EX,52.5,30.3,30.0,,,,,,,,,,,,,,1950,08,24,52.1,-30.1,Washington,Maine,,32715
51,AL021950,BAKER,19500818.0,1200.0,,TD,12.0,54.0,30.0,,,,,,,,,,,,,,1950,08,18,12.0,-54.0,Miami Dade,Florida,,0
52,AL021950,BAKER,19500818.0,1800.0,,TD,12.5,54.2,30.0,,,,,,,,,,,,,,1950,08,18,12.1,-54.0,Miami Dade,Florida,,0
53,AL021950,BAKER,19500819.0,0.0,,TD,13.0,54.4,30.0,,,,,,,,,,,,,,1950,08,19,13.0,-54.1,Miami Dade,Florida,,0
54,AL021950,BAKER,19500819.0,600.0,,TD,13.5,54.7,30.0,,,,,,,,,,,,,,1950,08,19,13.1,-54.1,Miami Dade,Florida,,0
55,AL021950,BAKER,19500819.0,1200.0,,TS,14.0,55.0,35.0,,,,,,,,,,,,,,1950,08,19,14.0,-55.0,Miami Dade,Florida,,0
56,AL021950,BAKER,19500819.0,1800.0,,TS,14.5,55.4,40.0,,,,,,,,,,,,,,1950,08,19,14.1,-55.1,Miami Dade,Florida,,0
57,AL021950,BAKER,19500820.0,0.0,,TS,15.0,55.9,45.0,,,,,,,,,,,,,,1950,08,20,15.0,-55.1,Miami Dade,Florida,,0
58,AL021950,BAKER,19500820.0,600.0,,TS,15.5,56.4,50.0,,,,,,,,,,,,,,1950,08,20,15.1,-56.1,Miami Dade,Florida,,0
59,AL021950,BAKER,19500820.0,1200.0,,TS,16.0,57.0,55.0,,,,,,,,,,,,,,1950,08,20,16.0,-57.0,Miami Dade,Florida,,0
60,AL021950,BAKER,19500820.0,1800.0,,TS,16.3,57.9,60.0,,,,,,,,,,,,,,1950,08,20,16.1,-57.1,Miami Dade,Florida,,0
61,AL021950,BAKER,19500821.0,0.0,,HU,16.6,58.8,65.0,,,,,,,,,,,,,,1950,08,21,16.1,-58.1,Miami Dade,Florida,,0
62,AL021950,BAKER,19500821.0,600.0,,HU,16.8,59.8,70.0,,,,,,,,,,,,,,1950,08,21,16.1,-59.1,Miami Dade,Florida,,0
63,AL021950,BAKER,19500821.0,1200.0,,HU,16.9,60.6,70.0,990.0,,,,,,,,,,,,,1950,08,21,16.1,-60.1,Miami Dade,Florida,,0
64,AL021950,BAKER,19500821.0,1800.0,,HU,17.0,61.0,75.0,987.0,,,,,,,,,,,,,1950,08,21,17.0,-61.0,Miami Dade,Florida,,0
65,AL021950,BAKER,19500822.0,0.0,,HU,17.0,61.4,85.0,,,,,,,,,,,,,,1950,08,22,17.0,-61.1,Miami Dade,Florida,,0
66,AL021950,BAKER,19500822.0,600.0,,HU,16.9,61.8,75.0,,,,,,,,,,,,,,1950,08,22,16.1,-61.1,Miami Dade,Florida,,0
67,AL021950,BAKER,19500822.0,1200.0,L,TS,16.8,62.2,60.0,,,,,,,,,,,,,,1950,08,22,16.1,-62.0,Miami Dade,Florida,,0
68,AL021950,BAKER,19500822.0,1800.0,,TS,16.8,62.9,45.0,1003.0,,,,,,,,,,,,,1950,08,22,16.1,-62.1,Miami Dade,Florida,,0
69,AL021950,BAKER,19500823.0,0.0,,TS,17.0,64.0,45.0,,,,,,,,,,,,,,1950,08,23,17.0,-64.0,Miami Dade,Florida,,0
70,AL021950,BAKER,19500823.0,600.0,,TS,17.4,65.1,40.0,,,,,,,,,,,,,,1950,08,23,17.1,-65.0,Miami Dade,Florida,,0
71,AL021950,BAKER,19500823.0,1200.0,,TS,17.8,66.2,35.0,,,,,,,,,,,,,,1950,08,23,17.1,-66.0,Miami Dade,Florida,,0
72,AL021950,BAKER,19500823.0,1800.0,,TD,18.2,67.3,30.0,,,,,,,,,,,,,,1950,08,23,18.0,-67.0,Miami Dade,Florida,,0
73,AL021950,BAKER,19500824.0,0.0,,TD,18.6,68.6,30.0,,,,,,,,,,,,,,1950,08,24,18.1,-68.1,Miami Dade,Florida,,0
74,AL021950,BAKER,19500824.0,600.0,,TD,19.4,70.0,25.0,,,,,,,,,,,,,,1950,08,24,19.1,-70.0,Miami Dade,Florida,,0
75,AL021950,BAKER,19500824.0,1200.0,,TD,20.3,71.7,30.0,,,,,,,,,,,,,,1950,08,24,20.1,-71.1,Miami Dade,Florida,,0
76,AL021950,BAKER,19500824.0,1800.0,,TS,20.9,73.4,40.0,,,,,,,,,,,,,,1950,08,24,20.1,-73.1,Miami Dade,Florida,,0
77,AL021950,BAKER,19500825.0,0.0,,TS,21.3,74.8,45.0,,,,,,,,,,,,,,1950,08,25,21.1,-74.1,Miami Dade,Florida,,0
78,AL021950,BAKER,19500825.0,600.0,,TS,21.6,76.6,45.0,,,,,,,,,,,,,,1950,08,25,21.1,-76.1,Miami Dade,Florida,,0
79,AL021950,BAKER,19500825.0,1200.0,,TS,21.7,78.1,35.0,,,,,,,,,,,,,,1950,08,25,21.1,-78.0,Miami Dade,Florida,,0
80,AL021950,BAKER,19500825.0,1800.0,,TD,21.7,79.1,30.0,,,,,,,,,,,,,,1950,08,25,21.1,-79.0,Miami Dade,Florida,,0
81,AL021950,BAKER,19500826.0,0.0,,TS,21.7,80.1,35.0,,,,,,,,,,,,,,1950,08,26,21.1,-80.0,Miami Dade,Florida,,0
82,AL021950,BAKER,19500826.0,600.0,,TS,21.7,81.2,45.0,,,,,,,,,,,,,,1950,08,26,21.1,-81.0,Monroe,Florida,,73981
83,AL021950,BAKER,19500826.0,1200.0,,TS,21.8,81.9,45.0,,,,,,,,,,,,,,1950,08,26,21.1,-81.2,Monroe,Florida,,73981
84,AL021950,BAKER,19500826.0,1800.0,,TS,21.9,82.5,50.0,,,,,,,,,,,,,,1950,08,26,21.1,-82.1,Monroe,Florida,,73981
85,AL021950,BAKER,19500827.0,0.0,,TS,22.0,83.2,50.0,,,,,,,,,,,,,,1950,08,27,22.0,-83.0,Monroe,Florida,,73981
86,AL021950,BAKER,19500827.0,600.0,,TS,22.2,84.0,45.0,,,,,,,,,,,,,,1950,08,27,22.0,-84.0,Monroe,Florida,,73981
87,AL021950,BAKER,19500827.0,1200.0,,TS,22.3,84.6,50.0,,,,,,,,,,,,,,1950,08,27,22.1,-84.1,Monroe,Florida,,73981
88,AL021950,BAKER,19500827.0,1800.0,,TS,22.4,85.3,55.0,996.0,,,,,,,,,,,,,1950,08,27,22.1,-85.0,Monroe,Florida,,73981
89,AL021950,BAKER,19500828.0,0.0,,TS,22.6,86.1,55.0,,,,,,,,,,,,,,1950,08,28,22.1,-86.0,Monroe,Florida,,73981
90,AL021950,BAKER,19500828.0,600.0,,TS,22.8,86.8,55.0,,,,,,,,,,,,,,1950,08,28,22.1,-86.1,Monroe,Florida,,73981
91,AL021950,BAKER,19500828.0,1200.0,,TS,23.0,87.2,55.0,998.0,,,,,,,,,,,,,1950,08,28,23.0,-87.0,Sarasota,Florida,,382263
92,AL021950,BAKER,19500828.0,1800.0,,TS,23.2,87.5,55.0,996.0,,,,,,,,,,,,,1950,08,28,23.0,-87.1,Sarasota,Florida,,382263
93,AL021950,BAKER,19500829.0,0.0,,HU,23.5,87.7,65.0,,,,,,,,,,,,,,1950,08,29,23.1,-87.1,Sarasota,Florida,,382263
94,AL021950,BAKER,19500829.0,600.0,,HU,23.7,88.0,75.0,,,,,,,,,,,,,,1950,08,29,23.1,-88.0,Plaquemines,Louisiana,,0
95,AL021950,BAKER,19500829.0,1200.0,,HU,23.9,88.3,80.0,,,,,,,,,,,,,,1950,08,29,23.1,-88.0,Plaquemines,Louisiana,,0
96,AL021950,BAKER,19500829.0,1800.0,,HU,24.1,88.4,85.0,,,,,,,,,,,,,,1950,08,29,24.0,-88.1,Plaquemines,Louisiana,,0
97,AL021950,BAKER,19500830.0,0.0,,HU,24.7,88.6,90.0,,,,,,,,,,,,,,1950,08,30,24.1,-88.1,Plaquemines,Louisiana,,0
98,AL021950,BAKER,19500830.0,600.0,,HU,25.7,88.8,90.0,,,,,,,,,,,,,,1950,08,30,25.1,-88.1,Plaquemines,Louisiana,,0
99,AL021950,BAKER,19500830.0,1200.0,,HU,27.0,89.0,90.0,,,,,,,,,,,,,,1950,08,30,27.0,-89.0,Plaquemines,Louisiana,,0
100,AL021950,BAKER,19500830.0,1800.0,,HU,28.2,88.7,85.0,,,,,,,,,,,,,,1950,08,30,28.0,-88.1,Plaquemines,Louisiana,,0
101,AL021950,BAKER,19500831.0,0.0,,HU,29.4,88.2,75.0,979.0,,,,,,,,,,,,,1950,08,31,29.1,-88.0,Plaquemines,Louisiana,,0
102,AL021950,BAKER,19500831.0,300.0,L,HU,30.2,88.0,75.0,979.0,,,,,,,,,,,,,1950,08,31,30.0,-88.0,Mobile,Alabama,,413232
103,AL021950,BAKER,19500831.0,400.0,L,HU,30.7,87.9,75.0,,,,,,,,,,,,,,1950,08,31,30.1,-87.2,Escambia,Florida,,299366
104,AL021950,BAKER,19500831.0,600.0,,TS,31.1,87.9,60.0,,,,,,,,,,,,,,1950,08,31,31.0,-87.2,Escambia,Alabama,,38202
105,AL021950,BAKER,19500831.0,1200.0,,TS,33.4,88.2,40.0,,,,,,,,,,,,,,1950,08,31,33.1,-88.0,Pickens,Alabama,,19354
106,AL021950,BAKER,19500831.0,1800.0,,TS,34.8,88.7,35.0,,,,,,,,,,,,,,1950,08,31,34.1,-88.1,Marion,Alabama,,30650
107,AL021950,BAKER,19500901.0,0.0,,TD,36.0,89.0,25.0,,,,,,,,,,,,,,1950,09,01,36.0,-89.0,Gibson,Tennessee,,49829
108,AL021950,BAKER,19500901.0,600.0,,TD,36.7,89.0,20.0,,,,,,,,,,,,,,1950,09,01,36.1,-89.0,Gibson,Tennessee,,49829
109,AL021950,BAKER,19500901.0,1200.0,,TD,36.7,89.2,15.0,,,,,,,,,,,,,,1950,09,01,36.1,-89.0,Gibson,Tennessee,,49829
110,AL021950,BAKER,19500901.0,1800.0,,TD,37.0,89.7,15.0,,,,,,,,,,,,,,1950,09,01,37.0,-89.1,Carlisle,Kentucky,,5041
111,AL031950,CHARLIE,19500821.0,1200.0,,TS,11.1,26.4,35.0,,,,,,,,,,,,,,1950,08,21,11.0,-26.1,Nantucket,Massachusetts,,10124
112,AL031950,CHARLIE,19500821.0,1800.0,,TS,11.0,27.6,35.0,,,,,,,,,,,,,,1950,08,21,11.0,-27.1,Nantucket,Massachusetts,,10124
113,AL031950,CHARLIE,19500822.0,0.0,,TS,10.9,28.9,35.0,,,,,,,,,,,,,,1950,08,22,10.2,-28.1,Nantucket,Massachusetts,,10124
114,AL031950,CHARLIE,19500822.0,600.0,,TS,10.8,30.1,35.0,,,,,,,,,,,,,,1950,08,22,10.1,-30.0,Nantucket,Massachusetts,,10124
115,AL031950,CHARLIE,19500822.0,1200.0,,TS,10.7,31.4,35.0,,,,,,,,,,,,,,1950,08,22,10.1,-31.1,Nantucket,Massachusetts,,10124
116,AL031950,CHARLIE,19500822.0,1800.0,,TS,10.6,32.7,35.0,,,,,,,,,,,,,,1950,08,22,10.1,-32.1,Nantucket,Massachusetts,,10124
117,AL031950,CHARLIE,19500823.0,0.0,,TS,10.6,34.0,35.0,,,,,,,,,,,,,,1950,08,23,10.1,-34.0,Nantucket,Massachusetts,,10124
118,AL031950,CHARLIE,19500823.0,600.0,,TS,10.6,35.2,35.0,,,,,,,,,,,,,,1950,08,23,10.1,-35.0,Nantucket,Massachusetts,,10124
119,AL031950,CHARLIE,19500823.0,1200.0,,TS,10.7,36.4,35.0,,,,,,,,,,,,,,1950,08,23,10.1,-36.1,Nantucket,Massachusetts,,10124
120,AL031950,CHARLIE,19500823.0,1800.0,,TS,10.8,37.5,35.0,,,,,,,,,,,,,,1950,08,23,10.1,-37.1,Nantucket,Massachusetts,,10124
121,AL031950,CHARLIE,19500824.0,0.0,,TS,11.0,38.6,35.0,,,,,,,,,,,,,,1950,08,24,11.0,-38.1,Nantucket,Massachusetts,,10124
122,AL031950,CHARLIE,19500824.0,600.0,,TS,11.2,39.7,35.0,,,,,,,,,,,,,,1950,08,24,11.0,-39.1,Nantucket,Massachusetts,,10124
123,AL031950,CHARLIE,19500824.0,1200.0,,TS,11.5,40.7,35.0,,,,,,,,,,,,,,1950,08,24,11.1,-40.1,Nantucket,Massachusetts,,10124
124,AL031950,CHARLIE,19500824.0,1800.0,,TS,11.9,41.7,40.0,,,,,,,,,,,,,,1950,08,24,11.2,-41.1,Nantucket,Massachusetts,,10124
125,AL031950,CHARLIE,19500825.0,0.0,,TS,12.4,42.7,40.0,,,,,,,,,,,,,,1950,08,25,12.1,-42.1,Nantucket,Massachusetts,,10124
126,AL031950,CHARLIE,19500825.0,600.0,,TS,12.9,43.6,40.0,,,,,,,,,,,,,,1950,08,25,12.2,-43.1,Nantucket,Massachusetts,,10124
127,AL031950,CHARLIE,19500825.0,1200.0,,TS,13.5,44.5,40.0,,,,,,,,,,,,,,1950,08,25,13.1,-44.1,Nantucket,Massachusetts,,10124
128,AL031950,CHARLIE,19500825.0,1800.0,,TS,14.2,45.4,40.0,,,,,,,,,,,,,,1950,08,25,14.0,-45.1,Nantucket,Massachusetts,,10124
129,AL031950,CHARLIE,19500826.0,0.0,,TS,14.9,46.2,45.0,,,,,,,,,,,,,,1950,08,26,14.2,-46.0,Nantucket,Massachusetts,,10124
130,AL031950,CHARLIE,19500826.0,600.0,,TS,15.7,47.1,45.0,,,,,,,,,,,,,,1950,08,26,15.1,-47.0,Nantucket,Massachusetts,,10124
131,AL031950,CHARLIE,19500826.0,1200.0,,TS,16.5,48.0,45.0,,,,,,,,,,,,,,1950,08,26,16.1,-48.0,Nantucket,Massachusetts,,10124
132,AL031950,CHARLIE,19500826.0,1800.0,,TS,17.3,49.0,45.0,,,,,,,,,,,,,,1950,08,26,17.1,-49.0,Nantucket,Massachusetts,,10124
133,AL031950,CHARLIE,19500827.0,0.0,,TS,18.1,50.0,50.0,,,,,,,,,,,,,,1950,08,27,18.0,-50.0,Nantucket,Massachusetts,,10124
134,AL031950,CHARLIE,19500827.0,600.0,,TS,18.9,51.0,55.0,,,,,,,,,,,,,,1950,08,27,18.1,-51.0,Nantucket,Massachusetts,,10124
135,AL031950,CHARLIE,19500827.0,1200.0,,TS,19.8,52.0,55.0,,,,,,,,,,,,,,1950,08,27,19.1,-52.0,Nantucket,Massachusetts,,10124
136,AL031950,CHARLIE,19500827.0,1800.0,,TS,20.9,52.9,60.0,,,,,,,,,,,,,,1950,08,27,20.1,-52.1,Nantucket,Massachusetts,,10124
137,AL031950,CHARLIE,19500828.0,0.0,,HU,22.3,53.7,65.0,,,,,,,,,,,,,,1950,08,28,22.1,-53.1,Nantucket,Massachusetts,,10124
138,AL031950,CHARLIE,19500828.0,600.0,,HU,23.8,54.6,70.0,,,,,,,,,,,,,,1950,08,28,23.1,-54.1,Nantucket,Massachusetts,,10124
139,AL031950,CHARLIE,19500828.0,1200.0,,HU,25.0,55.5,75.0,,,,,,,,,,,,,,1950,08,28,25.0,-55.1,Nantucket,Massachusetts,,10124
140,AL031950,CHARLIE,19500828.0,1800.0,,HU,26.1,56.4,80.0,,,,,,,,,,,,,,1950,08,28,26.0,-56.1,Nantucket,Massachusetts,,10124
141,AL031950,CHARLIE,19500829.0,0.0,,HU,27.1,57.1,80.0,,,,,,,,,,,,,,1950,08,29,27.0,-57.0,Nantucket,Massachusetts,,10124
142,AL031950,CHARLIE,19500829.0,600.0,,HU,28.3,57.3,80.0,,,,,,,,,,,,,,1950,08,29,28.1,-57.0,Nantucket,Massachusetts,,10124
143,AL031950,CHARLIE,19500829.0,1200.0,,HU,29.5,57.5,85.0,974.0,,,,,,,,,,,,,1950,08,29,29.1,-57.1,Nantucket,Massachusetts,,10124
144,AL031950,CHARLIE,19500829.0,1800.0,,HU,30.4,57.5,90.0,,,,,,,,,,,,,,1950,08,29,30.1,-57.1,Nantucket,Massachusetts,,10124
145,AL031950,CHARLIE,19500830.0,0.0,,HU,31.2,57.1,90.0,,,,,,,,,,,,,,1950,08,30,31.0,-57.0,Nantucket,Massachusetts,,10124
146,AL031950,CHARLIE,19500830.0,600.0,,HU,31.9,56.6,90.0,,,,,,,,,,,,,,1950,08,30,31.1,-56.1,Nantucket,Massachusetts,,10124
147,AL031950,CHARLIE,19500830.0,1200.0,,HU,32.5,56.1,90.0,,,,,,,,,,,,,,1950,08,30,32.1,-56.0,Nantucket,Massachusetts,,10124
148,AL031950,CHARLIE,19500830.0,1800.0,,HU,32.8,56.0,90.0,,,,,,,,,,,,,,1950,08,30,32.1,-56.0,Nantucket,Massachusetts,,10124
149,AL031950,CHARLIE,19500831.0,0.0,,HU,32.9,56.2,90.0,,,,,,,,,,,,,,1950,08,31,32.1,-56.0,Nantucket,Massachusetts,,10124
150,AL031950,CHARLIE,19500831.0,600.0,,HU,32.8,56.4,90.0,,,,,,,,,,,,,,1950,08,31,32.1,-56.1,Nantucket,Massachusetts,,10124
151,AL031950,CHARLIE,19500831.0,1200.0,,HU,32.8,56.7,95.0,,,,,,,,,,,,,,1950,08,31,32.1,-56.1,Nantucket,Massachusetts,,10124
152,AL031950,CHARLIE,19500831.0,1800.0,,HU,32.8,57.3,95.0,,,,,,,,,,,,,,1950,08,31,32.1,-57.0,Nantucket,Massachusetts,,10124
153,AL031950,CHARLIE,19500901.0,0.0,,HU,32.8,57.9,95.0,,,,,,,,,,,,,,1950,09,01,32.1,-57.1,Nantucket,Massachusetts,,10124
154,AL031950,CHARLIE,19500901.0,600.0,,HU,32.7,58.4,90.0,,,,,,,,,,,,,,1950,09,01,32.1,-58.1,Nantucket,Massachusetts,,10124
155,AL031950,CHARLIE,19500901.0,1200.0,,HU,32.6,58.9,85.0,,,,,,,,,,,,,,1950,09,01,32.1,-58.1,Nantucket,Massachusetts,,10124
156,AL031950,CHARLIE,19500901.0,1800.0,,HU,32.7,59.5,85.0,,,,,,,,,,,,,,1950,09,01,32.1,-59.1,Nantucket,Massachusetts,,10124
157,AL031950,CHARLIE,19500902.0,0.0,,HU,33.0,60.1,80.0,,,,,,,,,,,,,,1950,09,02,33.0,-60.0,Nantucket,Massachusetts,,10124
158,AL031950,CHARLIE,19500902.0,600.0,,HU,33.3,60.7,80.0,,,,,,,,,,,,,,1950,09,02,33.0,-60.1,Nantucket,Massachusetts,,10124
159,AL031950,CHARLIE,19500902.0,1200.0,,HU,33.7,61.2,75.0,,,,,,,,,,,,,,1950,09,02,33.1,-61.0,Nantucket,Massachusetts,,10124
160,AL031950,CHARLIE,19500902.0,1800.0,,HU,34.3,61.4,75.0,980.0,,,,,,,,,,,,,1950,09,02,34.0,-61.1,Nantucket,Massachusetts,,10124
161,AL031950,CHARLIE,19500903.0,0.0,,HU,34.9,61.5,75.0,,,,,,,,,,,,,,1950,09,03,34.1,-61.1,Nantucket,Massachusetts,,10124
162,AL031950,CHARLIE,19500903.0,600.0,,HU,35.4,61.3,75.0,,,,,,,,,,,,,,1950,09,03,35.1,-61.0,Nantucket,Massachusetts,,10124
163,AL031950,CHARLIE,19500903.0,1200.0,,HU,36.0,61.0,75.0,,,,,,,,,,,,,,1950,09,03,36.0,-61.0,Nantucket,Massachusetts,,10124
164,AL031950,CHARLIE,19500903.0,1800.0,,HU,36.3,60.7,70.0,,,,,,,,,,,,,,1950,09,03,36.0,-60.1,Nantucket,Massachusetts,,10124
